rating,title,date,location
FAŁSZ, Christian Eriksen and other people have a problem with health after the vaccine against COVID-19.,2021/06/14 , Poland
FALSE," The COVID-19 vaccines’ “spike protein is very dangerous, it’s cytotoxic.”",2021/06/13 , United States
FALSE, Says professional soccer player Christian Eriksen received the Pfizer vaccine days before he collapsed during a game.,2021/06/13 , United States
NO EVIDENCE, Deformation of the body of a child and a pig due to vaccines.,2021/06/13 , Ukraine
FALSE, Spike protein produced by RNA vaccines is toxic and harms stays in the organism.,2021/06/13 , Latvia
FALSE, Danish footballer Christian Eriksen had a heart attack due to the Pfizer vaccine.,2021/06/13 , Ukraine
FAŁSZ, Christian Eriksen had a heart attack because he got a vaccine against the COVID-19.,2021/06/13 , Poland
FALSE, The magnetic therapy patch removes the graphite contained in the vaccines from under the skin.,2021/06/13 , Ukraine
FALSE, The statements of doctor Chinda Brandolino about the vaccines against the coronavirus are false.,2021/06/12 , Argentina
FALSE, The claims about coronavirus vaccines in this infographic are false.,2021/06/12 , Argentina
FALSE, A post circulated along with a photo of Kaohsiung’s official document says it is mandatory to get vaccinated with the domestic vaccine. Violators will be fined NTD $3000-15000.,2021/06/12 , Taiwan
FALSO," The vaccines have graphene, which is a superconductor with magnetic activity.",2021/06/12 , Spain
FALSE, Covid-19 vaccines can damage internal organs.,2021/06/11 , Turkey
FALSE, Anthony Fauci said that COVID-19 vaccines are the problem and not the solution to the pandemic.,2021/06/11 , Colombia
Fake, The spike protein that “is contained in vaccines” is toxic and can accumulate in human tissues.,2021/06/11 , Ukraine
FALSO, Japanese scientists found out that mRNA vaccines leave RNA particles all over the body and that can cause infertility,2021/06/11 ," Brazil, Japan"
MISLEADING, 86% of children in the Pfizer trial suffered from side effects of the vaccine.,2021/06/11 , Ukraine
FALSE," The first dose of the vaccine is free and makes people addicted. Hence, people will be induced to buy the second dose.",2021/06/11 , Ukraine
FALSE, 86% of children who participated in Pfizer vaccine research experienced severe side effects.,2021/06/11 , Georgia
FALSE, Dr. Byram Bridle claims vaccine-generated spike protein is a toxin and can cause organ damage.,2021/06/10 , United States
FALSE," The announcement only briefly states: “My colleague after the vaccine.” The photo below this post shows part of the upper arm of an unknown person, to which a metal 10 denars coin is placed.",2021/06/10 , North Macedonia
FALSE, A list of reasons to not get the Covid-19 vaccine.,2021/06/10 , South Korea
FALSE," Jesus was against vaccines! The reason for this conclusion is a video address by a nun from Great Britain who claims that they received a request for prayers for 50 people who died from vaccines. However, the Catholic Church supported the vaccination, and the Pope was vaccinated.",2021/06/10 ," North Macedonia, United Kingdom"
Missing context, Jean Castex’s isolation proves that vaccines against Covid are useless.,2021/06/10 , France
FALSE," Luc Montagnier, a Nobel award winner, said everyone who took the vaccine will die within two years.",2021/06/10 , Brazil
MISLEADING, Magnetic properties are being generated in the body after getting the vaccine.,2021/06/10 , India
FAŁSZ, American senator Bob Hall and medicines say that vaccines are dangerous and untested.,2021/06/10 ," Poland, United States"
FALSO, Video shows a magnet sticking to a vial of a COVID-19 vaccine.,2021/06/10 , Spain
MISSING CONTEXT," Vaccines don’t create antibodies, they don’t work.",2021/06/09 , France
FALSO, The COVID-19 vaccine will be included within the ‘Prevenar 13’ pneumococcal vaccine administered to children.,2021/06/09 , Spain
FALSE, Vaccines replace the natural protein in the body and lead to drug addiction.,2021/06/09 , Ukraine
FALSE," The COVID-19 vaccines make people “magnetized. They can put a key on their forehead, it sticks. They can put spoons and forks all over them, and they can stick.”",2021/06/08 , United States
Fake, RNA vaccines cause prion diseases.,2021/06/08 , Ukraine
FALSO, Vaccines contain substances that turn your arm into a magnet.,2021/06/08 , Brazil
FALSE," The citizens were vaccinated with AstraZeneca, Sinopharm, Sputnik V, Pfizer, and soon with Sinovac. There was a lot of speculation about the composition of the vaccines, so some vaccinated citizens decided to do an interesting experiment. A woman from Skopje who received the Sputnik V vaccine decided to try an experiment that is circulating on social networks. At first, she thought it was a joke, but when she saw it with her own eyes she was amazed. She took a teaspoon and brought it close to the place where she was vaccinated as if there was a magnet under the skin that immediately attracted the teaspoon. And after this, the question remains what is really in this Russian vaccine. – I didn’t believe what I saw, the spoon was standing on my hand as if it was attached to something, as if they had put a magnet in my hand, says the woman from Skopje who was shocked after the experiment.",2021/06/08 , North Macedonia
FALSE, Covid vaccines have increased miscarriages in the UK by 2000% in three months.,2021/06/08 ," Spain, United Kingdom"
FALSE, More and more people are being admitted to hospitals with the negative effects of Covid vaccines.,2021/06/08 , Latvia
Manipulation," Anthony Fauci’s email correspondence finally confirms the artificial origin of COVID-19 virus; in one of the emails, Fauci himself describes the procedure for creating a new coronavirus from SARS-cov-1 and the AIDS; the pandemic was created to seize power from Trump; Fauci lied about masks being useful against the spread of COVID-19; Fauci delivered Plaquenil to the Chinese who used it to create a vaccine before the pandemic, because Plaquenil is very effective against the virus;",2021/06/08 ," Georgia, United States"
FALSE, At least 3 people suffer anaphylactic shock after receiving COVID-19 vaccines in Georgia every day.,2021/06/08 , Georgia
FALSE," Ilya Mechnikov, a Russian Imperial zoologist and a Nobel prize winner, claimed that the vaccine was unnecessary and dangerous.",2021/06/07 , Ukraine
FALSE, Zuckerberg and Fauci exchanged emails on vaccines before the pandemic.,2021/06/07 , France
FALSE, COVID-19 vaccines significantly increase the number of cardiovascular diseases.,2021/06/07 , Ukraine
FALSE, Metal in the vaccines.,2021/06/07 , North Macedonia
misleading," Reported results of injections (not vaccines!) In the USA: 5,165 deaths 51,133 seek medical attention 39,121 admitted to the Emergency Center 17,619 hospitalized 1,565 paralyzes of the face 1,342 developed anaphylaxis (severe, potentially fatal allergic reactions) 5.317 life-threatening reactions 3,994 are handicapped / crippled 1,872 have suffered a heart attack 756 have developed heart disease 1,392 have developed thrombocytopenia (blood clots) 571 cases of miscarriage 13,574 cases of other severe allergic reactions.",2021/06/07 , North Macedonia
FAŁSZ, Graphic shows vaccines against the COVID-19 are stocked in a cardboard box.,2021/06/07 , Poland
NEEDS CONTEXT, The Philippines ranks 2nd in COVID-19 vaccine rollout in Southeast Asia in terms of the number of vaccines administered.,2021/06/07 , Philippines
FALSE, A photo purported to be an AstraZeneca vial which shows it expires in May 2021; along with the photo the claim says the AstraZeneca vaccines Japan provided to Taiwan in June were expired.,2021/06/06 , Taiwan
Partly false, A video purported to be a protest against the government’s vaccine policy. Posts circulating along with the video claim that Taiwan media didn’t report that protest.,2021/06/06 , Taiwan
FALSE, Wearing face mask and face shield provides the same protection from COVID-19 as getting inoculated with the vaccine.,2021/06/06 , Philippines
MISLEADING, Vaccines for animals scattered from the air will enter the human body through dairy products or meat. Scattering of the vaccine from the air may be used for people.,2021/06/06 , Ukraine
FALSE, A Colombian variant of the coronavirus raises concern in the community of Madrid due to its resistance to vaccines.,2021/06/05 ," Spain, Colombia"
FALSE, The COVID-19 vaccines contain the toxic substance SM-102.,2021/06/05 , Ukraine
FALSE, The substance in the vial of the vaccine against COVID-19 is attracted to a magnet.,2021/06/05 , Ukraine
Fake, COVID-19 vaccine is magnetized.,2021/06/04 , Ukraine
FALSE," If you are wondering if it is technologically possible to put a chip in the vaccine at all? The answer is yes, such technology already exists! And yes, in the United States they already had such vaccines but they were optional.",2021/06/04 , North Macedonia
FALSE," Dr. Biram Bridle, Professor of Virology / Immunology: Spike protein in covid “vaccines” is a VERY DANGEROUS POISON. This 7-minute video can save your life, the lives of your children, and the lives of your grandchildren.",2021/06/04 , North Macedonia
Fake, COVID-19 vaccines contain the poisonous substance SM-102.,2021/06/03 , Ukraine
FALSO, Half of the people vaccinated with Sinovac’s vaccine Coronavac won’t produce any kind of protection.,2021/06/03 , Brazil
FALSO, It is false that vaccines for COVID-19 have caused thousands of deaths in Europe and the United States.,2021/06/03 , Colombia
FALSE," People who receive COVID-19 vaccines are dangerous, they become a “real carrier of the virus.”",2021/06/03 , Philippines
FALSE, Antibodies from COVID-19 vaccines cause stronger infection among patients. COVID-19 vaccines are creating SARS-CoV-2 variants.,2021/06/03 , Philippines
FALSE," COVID-19 pandemic is not dangerous, vaccines are instruments of depopulation.",2021/06/03 ," Poland, United States, United Kingdom"
FALSE, People who receive a COVID-19 vaccine develop a magnetic field due to a genetically engineered magnet protein called “magneto” in the drug.,2021/06/03 , Philippines
FALSE," A peer-reviewed study in the prestigious scientific journal “The Lancet” confirms that the vaccine efficacy is not 95% as claimed by the vaccine companies, but about 1%.",2021/06/03 , Spain
FALSE," Vaccines inoculate a metallic solution into the body that can be tracked by the antennae. In addition, the proteins we develop can destroy the producing cell.",2021/06/03 , Spain
FALSE, A member of the UK’s scientific council Ravindra Gupta said vaccines a just there to give fake hopes to people.,2021/06/02 , France
Misleading, Australia has had hundreds of “Covid-19 vaccine deaths.”,2021/06/02 , Australia
Misleading, Covid-19 vaccines offer limited protection.,2021/06/02 , United States
FALSE, Moderna COVID-19 vaccine contains a lipid substance SM-102 as one of the ingredients which is a health hazard and negatively affects human health.,2021/06/02 , Georgia
Misleading," “Terrifying new research finds vaccine spike protein unexpectedly in [the] bloodstream. The protein is linked to blood clots, heart, and brain damage.”",2021/06/02 , United States
